image_id	label
1	1
1006	1
1014	0
1016	1
102	0
1028	0
1029	0
1030	0
1033	0
1034	0
1039	0
1040	0
1048	1
105	0
1055	0
1056	1
1059	1
106	1
1060	0
1095	1
1107	1
1108	0
111	1
1113	0
1120	1
1132	1
1134	0
1147	1
1148	0
1155	1
1160	0
1162	0
1172	0
1175	0
1177	0
1180	0
1185	1
1192	0
1198	0
1200	1
1202	1
1205	0
1206	1
1210	1
1216	0
1227	0
123	0
1237	1
1239	1
124	0
1244	1
1248	1
1253	0
1256	0
127	0
1274	1
1281	1
1282	0
1288	0
129	1
1299	1
130	0
1304	1
1307	1
1312	0
133	0
1333	0
1336	0
1342	0
135	0
1353	0
1354	0
1361	0
1374	1
1384	0
139	0
1394	0
1396	0
1402	0
1414	1
1417	1
1419	1
142	0
1423	0
143	1
1434	1
1446	0
1449	0
1465	0
1467	0
147	0
1474	0
1477	0
1480	0
1482	1
1500	1
1504	1
1510	1
1519	0
1524	0
1525	1
1533	0
1535	1
1537	1
1547	1
1549	1
1550	1
1557	1
1561	0
1566	1
1575	1
1582	1
1591	0
1593	0
1595	0
16	0
160	1
1600	0
1601	0
1604	1
1609	0
161	1
1615	0
1619	0
1625	1
1627	0
164	0
1641	0
165	1
1657	1
1658	1
1664	0
1669	0
1670	1
1671	0
1678	1
1680	1
1687	1
1689	1
1696	0
1698	0
1702	0
1708	0
1712	1
1714	1
1716	0
1719	1
1722	1
1728	0
1729	0
1730	1
1736	0
1737	0
1752	0
1755	1
1757	0
1759	1
1762	1
177	1
1777	1
1788	1
1791	0
1796	0
1799	0
1800	0
1801	1
1811	1
1816	0
1818	0
1826	0
183	1
1835	1
1837	0
1841	1
1853	0
1854	0
186	1
1860	0
1861	1
1864	1
1869	0
1875	1
1881	0
1889	1
1891	0
190	0
1902	0
1906	0
1911	1
1914	0
1919	1
1921	1
1926	1
193	0
1936	1
1941	0
1942	1
1945	0
1946	0
1947	0
1952	0
1953	1
1956	0
1957	1
1966	0
1967	1
1970	0
1972	0
1973	1
1974	1
198	0
1991	0
1995	0
200	1
2005	0
2007	1
2014	0
2022	0
2026	0
2028	0
205	1
2063	0
2066	0
2067	1
2070	1
2074	0
2079	1
2081	0
2084	1
2093	1
2094	0
2101	0
2106	1
2114	1
2117	0
212	0
2126	0
2127	0
2130	1
2137	0
2138	1
214	1
2140	1
2142	0
2143	1
2163	1
2164	1
217	0
2173	1
2176	1
2177	1
2181	0
2183	0
2184	0
2192	1
2199	0
2206	1
2209	1
221	1
2212	0
2229	1
2231	1
2233	1
2234	0
2239	0
2240	1
2243	0
2244	0
2245	1
2246	1
2247	0
2251	1
2253	0
2261	0
2263	0
2264	1
2281	0
2284	1
229	1
2290	1
2293	1
2295	0
2299	1
2314	0
2316	0
232	1
2324	0
2326	0
2328	0
2337	1
2340	1
2341	1
2342	1
2346	0
2348	1
2353	0
2359	0
2360	1
2361	0
2370	0
2372	0
2373	1
2381	0
239	0
2393	0
2402	0
2420	1
2424	1
244	1
2440	0
2442	0
2443	0
2445	0
2460	0
2461	0
2463	0
2464	0
2466	0
247	1
2476	0
2488	1
2499	0
2503	1
2516	0
2518	1
2527	0
2534	0
2540	0
2543	0
2544	0
2555	1
2562	0
2569	0
2572	0
2575	0
2578	0
258	1
2580	1
2584	0
2587	1
2590	0
2592	1
2596	0
2598	1
2599	0
2601	1
2602	1
2603	0
261	1
2620	0
2627	0
2632	0
2639	0
2643	0
2646	1
2650	0
2652	0
2656	0
2657	0
2668	1
2669	1
267	1
2679	1
2685	1
2689	1
2692	0
2698	0
2703	1
2721	0
2722	0
2728	1
2732	0
274	0
2745	1
2746	0
2758	0
2769	0
2787	0
2795	0
2797	0
2804	0
2808	0
281	0
2813	1
2815	1
2819	1
2828	1
2829	1
2841	0
2852	0
2853	1
2854	1
2863	0
2867	1
287	0
2870	0
2871	0
2875	0
288	1
2886	1
2889	0
289	0
2891	0
2895	0
2901	1
2907	1
2920	0
2936	0
2947	0
2950	1
2966	0
2969	0
2972	1
2974	0
2989	1
2996	1
2998	0
30	0
3002	0
3003	1
3008	0
3015	0
302	1
3024	1
3026	0
3032	0
3041	0
3052	0
3053	1
3057	1
3058	1
3085	0
3087	1
309	1
3093	0
3100	1
3103	0
3104	0
3107	0
3121	1
3122	1
3126	1
3128	1
3139	0
3146	0
3152	1
3158	0
3159	1
3168	0
3170	1
3172	0
3174	0
3175	1
3176	0
3192	0
3196	0
3199	0
3200	0
321	1
3211	0
3217	0
3219	0
3224	1
3237	0
3256	1
3258	0
3259	1
3267	0
327	1
3271	0
3273	1
3277	1
3278	1
3279	0
3282	1
3301	0
3307	1
3314	1
3319	0
3321	0
3327	0
3328	0
3329	0
3342	0
3345	0
3346	0
3349	0
3356	1
3360	0
3363	0
3366	0
3370	1
3378	1
3380	0
3385	0
3387	1
3391	0
3395	0
3407	0
3412	0
3417	0
3418	0
3420	0
3427	0
3440	1
3441	1
3446	1
345	1
3457	0
3460	0
3466	1
3468	0
3472	0
3474	0
3478	0
3479	0
3482	0
3483	0
3487	0
3490	1
3493	0
3499	1
35	0
3501	0
3507	0
3513	0
3522	0
3530	1
3531	0
3538	0
3544	1
3550	1
3551	1
3554	1
3559	1
3563	0
3569	0
3577	0
3582	1
3585	0
3587	0
3590	1
3595	0
3606	0
3608	0
3614	0
3623	1
3629	0
3631	1
3637	0
3640	1
3644	1
3645	0
3650	1
3651	1
3652	0
3653	0
3659	0
3660	0
3664	1
3669	1
3678	1
3693	0
3706	1
371	0
3711	1
3724	1
3727	1
3730	0
3731	1
3734	0
374	1
3742	0
3744	1
3745	1
3747	1
3749	0
375	0
3752	0
3756	1
3761	0
3762	1
3764	0
3767	1
3769	0
3781	0
3784	0
3799	0
3802	0
3808	0
3812	0
3814	1
3820	1
3828	1
3830	1
3834	1
3845	1
3870	0
3872	1
3882	1
3883	0
3885	0
3887	0
3895	0
3903	0
3905	1
3908	1
391	0
3911	0
3919	1
3924	1
3927	0
3939	1
3944	1
3952	0
3956	0
3960	0
3963	0
3974	0
3995	0
3997	1
40	0
4000	1
4002	0
4006	0
4008	0
4009	0
4012	0
4014	1
4016	0
4022	1
404	1
4056	1
4071	1
4077	1
4078	1
4085	1
409	0
4094	1
4095	0
41	0
4100	0
4105	0
4112	1
4121	0
4124	0
4125	0
413	0
4141	1
4144	0
4165	1
4166	1
4168	0
4170	1
4171	0
4176	0
418	0
4181	1
4186	1
4190	0
4197	0
4198	0
4207	0
4208	0
4210	1
4212	0
4214	0
4215	1
4216	0
4218	1
4222	1
4227	1
4245	0
4255	1
4267	0
4269	0
428	0
4281	1
4282	0
4288	0
429	1
4294	1
4297	0
4304	0
4305	0
4307	0
4312	1
4319	0
4324	1
4325	1
433	0
4330	0
4338	0
4339	0
434	0
4344	0
4346	0
4347	1
4348	0
4359	0
436	1
4362	1
4363	1
4367	1
4371	0
4380	1
4385	0
4392	0
4394	1
4396	0
4397	1
4409	1
4410	0
4414	0
4419	0
4428	0
4431	1
4434	0
4440	0
4442	0
4453	1
4457	1
4461	1
4462	0
4463	1
4470	1
4472	0
4475	0
4483	0
4492	0
4499	1
4502	0
4508	1
4514	0
452	0
4524	1
4528	0
454	0
4544	0
4545	0
4556	0
4561	0
4565	0
4566	0
4568	0
4571	1
4573	1
4574	0
4583	0
4594	1
4601	0
461	0
4619	0
4622	0
4623	1
4624	1
4625	0
4627	1
4629	0
4632	1
4635	0
4669	0
468	1
4685	1
469	1
4692	1
4694	1
470	1
4703	0
4704	0
4710	1
4711	1
4712	0
4714	0
4716	0
472	0
4725	1
4728	0
4739	1
4741	1
4744	1
4748	1
4749	0
4755	0
4759	0
4760	1
4771	0
4775	0
4776	0
4778	0
4783	0
4786	1
4794	1
4798	1
4800	0
4801	1
4808	0
4812	0
4815	0
4816	1
4817	0
4822	1
4837	0
4843	0
4846	1
4851	1
486	0
4861	1
4881	0
4892	0
4901	0
4910	0
4918	0
4923	1
4924	0
4936	0
4938	1
4940	0
4941	0
4946	1
4947	0
4952	1
4964	1
497	0
4977	1
4987	1
499	1
4994	0
4997	0
5000	1
5014	0
5021	0
5025	0
5044	1
5045	0
5050	1
5052	0
5054	0
5057	0
5064	0
507	0
5073	0
5079	1
508	0
5081	1
5082	1
5085	1
5090	1
5097	0
5110	0
5114	0
5116	0
5120	0
5132	0
5134	0
5146	0
5147	1
517	1
5170	1
5176	1
5183	0
5185	1
5188	0
5191	1
5194	1
5196	0
5198	0
52	1
5203	1
5205	0
5211	1
5215	0
5222	1
5241	0
5244	1
5251	1
5258	1
5260	1
5267	0
5282	0
5285	1
5286	1
5293	0
5298	1
5316	1
533	1
5331	0
5335	0
5346	0
5354	0
5364	0
5365	0
5372	0
5384	0
5385	1
5393	0
5396	1
5397	1
54	0
5408	0
5412	0
542	0
5421	1
5425	1
5437	0
5441	0
5443	1
5444	0
5454	0
5455	0
5473	1
548	0
5484	1
5493	0
55	1
5506	0
5510	1
5514	0
552	0
5524	0
5527	1
5528	0
5529	0
5545	1
5546	0
5551	1
5553	0
5558	0
5559	0
5560	1
5566	0
5569	0
5570	0
5580	0
5583	0
5586	0
559	1
5590	0
5599	1
5626	0
5627	0
5639	0
5644	0
5645	1
5668	0
5669	0
5678	1
568	1
5686	1
5689	1
5699	0
57	1
5702	0
5703	0
5708	0
5713	1
5718	1
5727	1
5729	1
5734	1
5741	0
5746	1
5747	1
5748	0
575	0
5750	0
5753	0
5767	0
5772	0
5776	0
578	0
5781	1
5786	1
5792	0
5797	0
580	0
5802	0
5805	0
5806	0
5812	1
5813	1
5816	0
5819	1
582	0
5823	0
5825	0
583	1
5830	1
5836	1
5839	1
5851	0
586	0
5875	1
5882	0
5885	0
5886	0
5887	0
5897	1
59	1
591	0
5919	1
5930	0
5935	0
5939	1
5951	0
5957	1
5962	0
5964	1
5978	1
5979	1
5986	1
5987	1
5997	0
6004	1
6005	0
6006	1
6007	1
6020	0
6021	1
6024	1
6028	0
6037	1
6039	1
6044	0
6053	0
6054	1
6055	0
6056	1
6057	1
6062	1
6067	1
6070	1
6075	1
6085	0
6092	0
6097	1
6100	0
6103	1
6105	1
6106	1
6107	1
6111	0
6114	1
612	0
6120	1
6128	0
6131	1
6132	1
6135	0
6136	0
6139	1
614	0
6145	1
6146	1
6147	1
6148	1
6149	1
615	1
6152	1
6153	0
6156	1
616	1
6160	1
6168	0
6177	0
619	1
6198	0
6202	1
6209	0
621	1
6210	0
6211	1
6212	1
6214	0
6217	1
6218	1
6223	0
6228	1
6231	1
6237	0
624	0
6240	0
6251	0
6253	0
6255	1
6261	1
6271	1
6274	0
6279	1
628	1
6282	0
6286	0
629	1
6291	0
6303	0
6304	0
6307	0
6308	1
6330	0
6337	0
6345	0
6351	0
6365	0
6378	0
6388	1
6392	1
6395	0
64	0
6400	0
6401	1
6406	0
6407	1
641	0
6416	1
6422	1
6423	1
6425	1
6426	1
6427	1
6431	1
6439	0
6441	1
6454	0
6458	1
646	1
6460	1
6461	1
6467	1
6487	0
6491	1
6495	1
6496	0
65	0
6508	0
6509	1
6512	0
6516	1
6522	1
6523	1
660	0
663	1
67	1
672	0
676	1
677	0
678	1
685	1
688	1
69	1
690	1
706	0
708	1
716	1
717	0
718	0
723	0
744	0
745	1
747	1
748	1
759	0
760	1
762	0
769	0
771	1
777	0
78	0
781	1
782	0
783	1
784	1
786	0
787	1
790	1
798	0
799	0
814	1
815	1
82	1
825	1
83	0
838	1
846	1
848	1
852	0
853	0
854	1
861	1
867	1
871	1
873	1
876	0
877	0
880	1
883	1
886	0
893	0
912	0
921	1
928	0
93	1
931	0
934	1
935	0
936	0
938	0
946	1
947	0
955	1
96	1
966	0
967	1
981	1
986	1
988	0
989	1
22	1
278	1
437	1
1003	1
1043	1
1544	1
1868	1
2439	0
3290	0
3916	0
4164	0
4289	0
5062	0
6433	0
